VineUUID,ShootUUID,LeafLoss,NumFruit,ShootLength,IsPruned,HasRegrowth,IsStrung,LengthIsEstimate,ShootDiameter,Comments,WoodType,ShootTypeRefined,ShootTypeCoarse,ShootVolume,ShootLeafArea
1,1-S49,1,2,2,FALSE,FALSE,FALSE,FALSE,6.68,,Cane,very short,short,0.23364234004257525,368.8796374435442
1,1-S50,1,3,4,FALSE,FALSE,FALSE,FALSE,6.73,,Cane,very short,short,0.4743061396659239,494.2568120896036
1,1-S51,1,5,84,FALSE,FALSE,FALSE,FALSE,9.1,,Cane,medium,medium,18.21087013506395,2231.5405342254985
1,1-S52,1,2,110,FALSE,FALSE,FALSE,FALSE,11.93,,Cane,medium,medium,40.986628857432684,3120.231193270826
1,1-S53,1,3,9,FALSE,FALSE,FALSE,FALSE,6.17,,Cane,very short,short,0.8969773242768336,643.1316695679982
1,1-S54,1,3,67,TRUE,FALSE,FALSE,FALSE,10.21,,Cane,long pruned,long,18.284997846321122,2235.2895534304635
1,1-S55,1,6,40,FALSE,FALSE,FALSE,FALSE,7.08,,Cane,medium,medium,5.249224333030113,1334.6546141827114
1,1-S56,1,3,100,FALSE,FALSE,FALSE,FALSE,8.68,,Cane,medium,medium,19.724594195318634,2306.397456872662
1,1-S57,1,2,10,FALSE,FALSE,FALSE,FALSE,6.34,,Cane,very short,short,1.0523183472219493,687.010143219482
1,1-S58,1,3,2,FALSE,FALSE,FALSE,FALSE,5.86,,Cane,very short,short,0.1798017251453535,331.0379482365303
1,1-S59,1,2,3,FALSE,FALSE,FALSE,FALSE,6.26,,Cane,very short,short,0.30777869067953845,413.3726022867565
1,1-S60,1,4,6,FALSE,FALSE,FALSE,FALSE,6.56,,Cane,very short,short,0.6759702080876084,572.1820920378071
1,1-S61,1,2,40,TRUE,FALSE,FALSE,FALSE,6.33,,Cane,medium pruned,medium,4.196005395914136,1216.6888672461582
1,1-S62,1,0,41,FALSE,FALSE,FALSE,FALSE,8.93,,Short cane,medium,medium,8.5596380600428,1633.5043788155642
1,1-S63,1,1,6,TRUE,FALSE,FALSE,FALSE,15.24,,Short cane,long stubbed,long,3.648293849501984,1148.359867999753
1,1-S64,1,3,37,FALSE,FALSE,FALSE,FALSE,9.2,,Short cane,medium,medium,8.198719067828401,1604.6828651073936
1,1-S65,1,4,15,TRUE,FALSE,FALSE,FALSE,14.28,,Short cane,long stubbed,long,8.00785684214731,1589.139787820238
1,1-S318,1,0,250,FALSE,FALSE,FALSE,FALSE,21.69,,Adventitious,long,long,307.91279741593854,7179.239909091001
1,1-S319,1,2,5,FALSE,FALSE,FALSE,FALSE,7.19,,Short cane,very short,short,0.6767003665801806,572.4374016194869
1,1-S321,1,2,400,FALSE,FALSE,FALSE,FALSE,15.46,,Cane,long,long,250.29236222758072,6590.174495476312
1,1-S322,1,5,211,FALSE,FALSE,FALSE,FALSE,12.49,,Cane,long,long,86.17394172763886,4241.765619518282
1,1-S323,1,6,48,FALSE,FALSE,FALSE,FALSE,8.03,,Cane,medium,medium,8.102908869474321,1596.90730844396
1,1-S324,1,1,43,FALSE,FALSE,FALSE,FALSE,6.87,,Cane,medium,medium,5.313131396187601,1341.3451265012436
1,1-S325,3,1,2,FALSE,FALSE,FALSE,FALSE,6.38,,Cane,very short,short,0.21312774001463397,355.1341554199589
1,1-S326,1,3,3,FALSE,FALSE,FALSE,FALSE,6.05,,Cane,very short,short,0.287475362757551,401.87845371694016
1,1-S327,3,1,1,FALSE,FALSE,FALSE,FALSE,5.92,,Cane,stub,short,0.0917512606456411,250.69319693340802
1,1-S328,1,2,2,FALSE,FALSE,FALSE,FALSE,5.87,,Cane,very short,short,0.1804159065091302,331.50474380861135
1,1-S329,1,4,48,FALSE,FALSE,FALSE,FALSE,7.24,,Cane,medium,medium,6.5869898831523335,1465.9156315312312
1,1-S330,1,3,7,FALSE,FALSE,FALSE,FALSE,6.88,,Cane,very short,short,0.867448185928804,634.296833030952
1,1-S331,1,1,2,FALSE,FALSE,FALSE,FALSE,5.93,,Cane,very short,short,0.1841229858403662,334.30262886054766
1,1-S332,1,5,3,FALSE,FALSE,FALSE,FALSE,5.61,,Cane,very short,short,0.24718129538260838,377.56672111469004
1,1-S333,1,2,1,FALSE,FALSE,FALSE,FALSE,6.2,,Cane,stub,short,0.10063568466999305,260.4528814478612
1,1-S334,1,4,86,FALSE,FALSE,FALSE,FALSE,7.71,,Cane,medium,medium,13.38368892991342,1964.8737816248993
1,1-S335,1,1,1,FALSE,FALSE,FALSE,FALSE,6.54,,Cane,stub,short,0.11197578695190101,272.2018241631475
1,1-S336,3,2,4,FALSE,FALSE,FALSE,FALSE,5.29,,Cane,very short,short,0.2930488099244071,405.0799028965782
1,1-S337,1,4,41,FALSE,FALSE,FALSE,FALSE,7.24,,Cane,medium,medium,5.626387191859284,1373.4759177855897
1,1-S338,1,1,1,FALSE,FALSE,FALSE,FALSE,6.26,,Cane,stub,short,0.10259289689317948,262.53418805103445
1,1-S339,1,4,2,FALSE,FALSE,FALSE,FALSE,6.96,,Cane,very short,short,0.25363962448022553,381.6123191203451
1,1-S340,2,4,2,FALSE,FALSE,FALSE,FALSE,4.39,,Cane,very short,short,0.10090847963207972,260.7443886660357
1,1-S341,1,2,3,FALSE,FALSE,FALSE,FALSE,5.83,,Cane,very short,short,0.26694819635899525,389.7624047829493
1,1-S342,1,6,15,FALSE,FALSE,FALSE,FALSE,5.52,,Cane,short,short,1.19656980989928,724.4643818064252
1,1-S320,1,5,47,FALSE,FALSE,FALSE,FALSE,8.26,,Short cane,medium,medium,8.395113638172464,1620.4563952842216
1,1-S66,1,0,6,FALSE,FALSE,FALSE,FALSE,4.99,,Adventitious,very short,short,0.39112985616825596,456.40519392859386
1,1-S67,1,0,233,FALSE,FALSE,FALSE,FALSE,14.51,,Adventitious,long,long,128.42789743911007,5002.081449572932
1,1-S68,1,3,460,FALSE,FALSE,FALSE,FALSE,11.45,,Short cane,long,long,157.88374949911474,5447.628519896338
1,1-S69,1,0,8,FALSE,FALSE,FALSE,FALSE,4.42,,Short cane,very short,short,0.40916940478394426,464.98861445359995
1,1-S70,2,0,3,FALSE,FALSE,FALSE,FALSE,4.33,,Short cane,very short,short,0.14725351625722416,304.8175747982461
1,1-S71,1,6,40,FALSE,FALSE,FALSE,FALSE,6.27,,Short cane,medium,medium,4.116837261043672,1207.1500103920941
1,1-S72,1,4,10,TRUE,FALSE,FALSE,FALSE,11.27,,Stub,long stubbed,long,3.3251899462594587,1105.1882801953188
1,1-S73,1,2,8,TRUE,FALSE,FALSE,FALSE,13.13,,Cane,long stubbed,long,3.610672230277696,1143.4516292723513
1,1-S74,1,5,435,FALSE,FALSE,FALSE,FALSE,11.43,,Cane,long,long,148.78198355000276,5315.5934388959195
1,1-S75,1,1,170,TRUE,FALSE,FALSE,FALSE,13.29,,Cane,long pruned,long,78.60813812597877,4083.7177440296214
1,1-S76,1,1,15,FALSE,FALSE,FALSE,FALSE,7.92,,Cane,short,short,2.463259967826685,976.3177826768913
1,1-S77,1,4,121,FALSE,FALSE,FALSE,FALSE,8.74,,Cane,medium,medium,24.197854567690033,2509.661489483025
1,1-S78,1,3,3,FALSE,FALSE,FALSE,FALSE,6.59,,Cane,very short,short,0.3410834997984072,431.3009732329405
1,1-S79,1,5,54,FALSE,FALSE,FALSE,FALSE,8.32,,Cane,medium,medium,9.786086248673437,1726.4361537594577
1,1-S80,1,0,115,TRUE,FALSE,FALSE,FALSE,12.63,,Cane,long pruned,long,48.02564077816086,3331.4175945773354
1,1-S81,1,6,19,FALSE,FALSE,FALSE,FALSE,7,,Cane,short,short,2.437352300410081,972.0614490712535
1,1-S82,1,0,110,FALSE,FALSE,FALSE,FALSE,10.51,,Cane,medium,medium,31.810225211856107,2809.9684644873537
1,1-S83,1,6,34,FALSE,FALSE,FALSE,FALSE,8.03,,Cane,short,short,5.739560449210978,1384.8253099569333
1,1-S84,1,5,96,FALSE,FALSE,FALSE,FALSE,8.36,,Cane,medium,medium,17.565172313786334,2198.4986697631375
1,1-S85,1,1,15,FALSE,FALSE,FALSE,FALSE,6.15,,Cane,short,short,1.4852861017549992,792.1488823153745
1,1-S86,1,4,20,TRUE,FALSE,FALSE,FALSE,7.75,,Cane,medium pruned,medium,3.144865145937283,1080.0165107382618
1,1-S87,1,0,315,TRUE,TRUE,FALSE,FALSE,17.65,,Adventitious,long pruned,long,256.90265932483067,6661.545115661577
1,1-S88,1,2,10,TRUE,FALSE,FALSE,FALSE,16.01,,Adventitious,long stubbed,long,6.7104445260616785,1477.2068052935454
1,1-S89,1,3,350,FALSE,FALSE,FALSE,FALSE,11.74,,Cane,long,long,126.29113455639113,4967.522373226813
1,1-S90,1,5,67,FALSE,FALSE,FALSE,FALSE,8.78,,Cane,medium,medium,13.521736270698682,1973.2232457052896
1,1-S91,1,3,12,FALSE,FALSE,FALSE,FALSE,5.69,,Cane,short,short,1.0171251791188853,677.4211717151647
1,1-S92,1,1,2,FALSE,FALSE,FALSE,FALSE,5.52,,Cane,very short,short,0.159542641319904,315.08275301358333
1,1-S93,1,1,13,FALSE,FALSE,FALSE,FALSE,6.89,,Cane,short,short,1.6156616732801998,820.1739697635295
1,1-S94,1,5,14,FALSE,FALSE,FALSE,FALSE,6.51,,Cane,short,short,1.5533117928813427,806.9438630337816
1,1-S95,2,2,19,FALSE,FALSE,FALSE,FALSE,7.05,,Cane,short,short,2.4722959736965726,977.7961132001785
1,1-S96,1,0,1,FALSE,FALSE,FALSE,FALSE,4.42,,Cane,stub,short,0.05114617559799303,196.9100561782839
1,1-S97,2,3,8,FALSE,FALSE,FALSE,FALSE,8.68,,Cane,very short,short,1.5779675356254907,812.2121967196872
1,1-S98,1,5,31,FALSE,FALSE,FALSE,FALSE,9.07,,Cane,short,short,6.676439141781057,1474.1089189026384
1,1-S99,1,5,120,TRUE,FALSE,FALSE,FALSE,10.7,,Cane,long pruned,long,35.96809429094953,2956.289703620383
1,1-S100,1,0,1,FALSE,FALSE,FALSE,FALSE,4.1,,Cane,stub,short,0.04400847708903701,185.052193278888
1,1-S101,1,2,84,FALSE,FALSE,FALSE,FALSE,8.27,,Cane,medium,medium,15.040384253839093,2061.948925917439
1,1-S102,1,3,105,FALSE,FALSE,FALSE,FALSE,8.6,,Cane,medium,medium,20.330816857706346,2335.4288719322553
1,1-S103,1,1,78,FALSE,FALSE,FALSE,FALSE,7.9,,Cane,medium,medium,12.744341838185036,1925.5298804605095
1,1-S104,1,5,32,FALSE,FALSE,FALSE,FALSE,8.25,,Cane,short,short,5.701990666265473,1381.072366445557
1,1-S105,1,4,22,FALSE,FALSE,FALSE,FALSE,6.46,,Cane,short,short,2.4035676130133763,966.4709348395666
1,1-S106,1,4,26,TRUE,FALSE,FALSE,FALSE,9.22,,Cane,long stubbed,long,5.786338240224157,1389.477973712113
1,1-S107,1,5,27,TRUE,FALSE,FALSE,FALSE,6.68,,Cane,medium pruned,medium,3.154171590574766,1081.3360319413312
1,1-S108,1,1,36,FALSE,FALSE,FALSE,FALSE,8.72,,Short cane,medium,medium,7.1664503649216655,1517.888523030152
1,1-S109,1,3,4,TRUE,FALSE,FALSE,FALSE,11.4,,Short cane,long stubbed,long,1.3609379375350985,764.0400524122404
1,1-S110,3,4,4,TRUE,FALSE,FALSE,FALSE,13.52,,Short cane,long stubbed,long,1.9141765926224654,879.6947259350071
1,1-S111,1,0,1,FALSE,FALSE,FALSE,FALSE,4.43,,Short cane,stub,short,0.051377868056195264,197.27816079529381
1,1-S112,1,4,4,FALSE,FALSE,FALSE,FALSE,7.87,,Short cane,very short,short,0.6486017000870856,562.4930857293186
1,1-S113,1,5,4,FALSE,FALSE,FALSE,FALSE,6.67,,Short cane,very short,short,0.46588667135430323,490.6123223023357
1,1-S114,1,7,14,FALSE,FALSE,FALSE,FALSE,6.51,,Short cane,short,short,1.5533117928813427,806.9438630337816
1,1-S115,1,1,1,FALSE,FALSE,FALSE,FALSE,5.13,,Short cane,stub,short,0.06889748308771436,222.70729890898576
1,1-S116,1,1,7,FALSE,FALSE,FALSE,FALSE,6.39,,Short cane,very short,short,0.7482873147787554,596.7248353258806
1,1-S117,1,7,437,FALSE,FALSE,FALSE,FALSE,11.98,,Short cane,long,long,164.1964259837311,5536.599018600183
1,1-S118,1,3,10,FALSE,FALSE,FALSE,FALSE,6.44,,Short cane,very short,short,1.0857763089826806,695.9533549330258
1,1-S119,1,6,75,FALSE,FALSE,FALSE,FALSE,8.18,,Short cane,medium,medium,13.138219017128852,1949.9013804322626
1,1-S120,1,1,370,FALSE,FALSE,FALSE,FALSE,10.29,,Short cane,long,long,102.5654524633565,4558.232291359742
1,1-S121,1,2,450,FALSE,FALSE,FALSE,FALSE,12.18,,Cane,long,long,174.7735537434054,5681.281212318235
1,1-S122,1,0,15,FALSE,FALSE,FALSE,FALSE,7.11,,Cane,short,short,1.9851763247942078,893.033842202031
1,1-S123,1,4,36,FALSE,FALSE,FALSE,FALSE,7.49,,Cane,medium,medium,5.287309860769582,1338.6475530284565
1,1-S124,1,1,6,FALSE,FALSE,FALSE,FALSE,6.7,,Cane,very short,short,0.7051304710982292,582.255371383868
1,1-S125,1,3,7,FALSE,FALSE,FALSE,FALSE,7.55,,Cane,very short,short,1.0446253722114711,684.9303255060172
1,1-S126,1,0,150,TRUE,FALSE,FALSE,FALSE,11.69,,Cane,long pruned,long,53.66472497852902,3487.809535187189
1,1-S127,1,4,26,FALSE,FALSE,FALSE,FALSE,8.33,,Cane,short,short,4.723152600414664,1277.6660071588965
1,1-S128,1,0,3,FALSE,FALSE,FALSE,FALSE,4.94,,Cane,very short,short,0.19166542620285973,339.8948564758926
1,1-S129,1,5,8,FALSE,FALSE,FALSE,FALSE,7.09,,Cane,very short,short,1.0528126244661138,687.1434670025985
1,1-S130,1,3,23,FALSE,FALSE,FALSE,FALSE,7.86,,Cane,short,short,3.7199881354495563,1157.6317573487356
1,1-S131,1,4,140,FALSE,FALSE,FALSE,FALSE,10.33,,Cane,medium,medium,39.11085456980891,3060.4117923227614
1,1-S132,1,4,4,FALSE,FALSE,FALSE,FALSE,7.07,,Cane,very short,short,0.5234406487680683,514.8041679422832
1,1-S133,1,5,55,FALSE,FALSE,FALSE,FALSE,7.01,,Cane,medium,medium,7.07566645301394,1509.9132143067272
1,1-S134,1,2,360,FALSE,FALSE,FALSE,FALSE,11.21,,Stub,long,long,118.43562401399193,4837.432603612828
1,1-S135,1,2,142,FALSE,FALSE,FALSE,FALSE,10.05,,Cane,medium,medium,37.5481975859807,3009.279233130675
1,1-S136,1,5,500,FALSE,FALSE,TRUE,TRUE,11.93,,Cane,very long,long,186.30285844287582,5833.249697124955
1,1-S137,1,5,22,FALSE,FALSE,FALSE,FALSE,7.1,,Cane,short,short,2.903407570570127,1044.94671990315
1,1-S138,1,0,2,FALSE,FALSE,FALSE,FALSE,4.61,,Cane,very short,short,0.11127573538892609,271.4973318113396
1,1-S139,1,2,210,FALSE,FALSE,FALSE,FALSE,9.4,,Cane,long,long,48.57844720245898,3347.2100471457925
1,1-S140,3,0,1,FALSE,FALSE,FALSE,FALSE,2.68,,Cane,stub,short,0.018803479229286112,130.2246017011807
1,1-S141,1,4,7,FALSE,FALSE,FALSE,FALSE,6.18,,Cane,very short,short,0.6999122857006164,580.4709805700834
1,1-S142,1,1,61,FALSE,FALSE,FALSE,FALSE,8.7,,Cane,medium,medium,12.087513354135746,1883.8845899902826
1,1-S143,1,1,2,FALSE,FALSE,FALSE,FALSE,5.43,,Cane,very short,short,0.15438257538638278,310.8311089553099
1,1-S144,1,3,10,FALSE,FALSE,FALSE,FALSE,6.99,,Cane,very short,short,1.2791544267805224,744.7219945285751
1,1-S145,1,4,154,FALSE,FALSE,FALSE,FALSE,9.43,,Cane,medium,medium,35.85194594535489,2952.341173997295
1,1-S146,1,3,46,FALSE,FALSE,FALSE,FALSE,7.61,,Cane,medium,medium,6.974222070035036,1500.930028703506
1,1-S147,1,6,31,FALSE,FALSE,FALSE,FALSE,7.84,,Cane,short,short,4.988413499719294,1306.8424508397331
1,1-S148,1,2,2,FALSE,FALSE,FALSE,FALSE,5.37,,Cane,very short,short,0.15098965532050587,307.98988942086845
1,1-S149,1,3,43,FALSE,FALSE,FALSE,FALSE,8.29,,Cane,medium,medium,7.736528742030434,1566.6649955676173
1,1-S150,1,0,2,FALSE,FALSE,FALSE,FALSE,3.59,,Cane,very short,short,0.06748193379788435,220.80501372876054
1,1-S151,2,2,3,FALSE,FALSE,FALSE,FALSE,4.87,,Cane,very short,short,0.1862720970148094,335.9095362970408
1,1-S152,1,6,50,FALSE,FALSE,FALSE,FALSE,7.53,,Cane,medium,medium,7.422130453830396,1540.03620994319
1,1-S153,1,1,3,FALSE,FALSE,FALSE,FALSE,5.48,,Cane,very short,short,0.23585821006090738,370.3212686786277
1,1-S154,1,0,3,FALSE,FALSE,FALSE,FALSE,4.7,,Cane,very short,short,0.17349445429449636,326.1891167827504
1,1-S155,1,5,12,FALSE,FALSE,FALSE,FALSE,6.5,,Cane,short,short,1.3273228961416876,756.184628270749
1,1-S156,1,6,36,FALSE,FALSE,FALSE,FALSE,6.59,,Cane,medium,medium,4.093001997580887,1204.2570819500866
1,1-S157,1,0,247,TRUE,FALSE,FALSE,FALSE,11.33,,Cane,long pruned,long,83.00904159815208,4176.684006586673
1,1-S158,1,2,192,FALSE,FALSE,FALSE,FALSE,12.87,,Cane,long,long,83.25818691254194,4181.859571854731
1,1-S159,1,5,200,FALSE,FALSE,FALSE,FALSE,9.5,,Cane,long,long,47.254789497746465,3309.2169711328424
1,1-S160,1,0,190,FALSE,FALSE,FALSE,FALSE,9.06,,Cane,long,long,40.8299288338655,3115.296248046451
1,1-S161,1,0,175,FALSE,FALSE,FALSE,FALSE,9.96,,Cane,medium,medium,45.44910676021819,3256.367186091634
1,1-S162,1,3,60,FALSE,FALSE,FALSE,FALSE,9.22,,Cane,medium,medium,13.35308824667113,1963.0161381137927
1,1-S163,1,0,127,FALSE,FALSE,FALSE,FALSE,9.66,,Cane,medium,medium,31.026058029180092,2781.135104679145
1,1-S164,1,5,13,FALSE,FALSE,FALSE,FALSE,7.91,,Cane,short,short,2.129437735848275,919.2994601308336
1,1-S165,1,1,99,TRUE,FALSE,FALSE,FALSE,10.65,,Cane,long pruned,long,29.397001652022528,2719.837847969082
1,1-S166,1,2,21,FALSE,FALSE,FALSE,FALSE,7.28,,Cane,short,short,2.9137392216102325,1046.481633449536
1,1-S167,1,0,56,FALSE,FALSE,FALSE,FALSE,8.93,,Cane,medium,medium,11.69121296005846,1858.1122693877128
1,1-S168,1,2,69,FALSE,FALSE,FALSE,FALSE,10.04,,Cane,medium,medium,18.20896004673057,2231.4438130107305
1,1-S169,1,5,37,TRUE,FALSE,FALSE,FALSE,7.42,,Cane,medium pruned,medium,5.333080771337283,1343.423972823062
1,1-S170,1,1,4,FALSE,FALSE,FALSE,FALSE,5.34,,Short cane,very short,short,0.29861466490901706,408.24153120441446
1,1-S171,1,2,44,FALSE,FALSE,FALSE,FALSE,8.2,,Short cane,medium,medium,7.745491967670514,1567.414764797639
1,1-S172,1,1,211,FALSE,FALSE,FALSE,FALSE,9.99,,Short cane,long,long,55.12924672364011,3526.8305882726836
1,1-S173,1,1,345,TRUE,FALSE,FALSE,FALSE,17.5,,Stub,long pruned,long,276.60741567153883,6868.111625671262
1,1-S343,1,5,107,TRUE,TRUE,FALSE,FALSE,11.71,,Stub,long pruned,long,38.41193581278501,3037.6931281161474
1,1-S174,1,0,5,FALSE,FALSE,FALSE,FALSE,6.34,,Stub,very short,short,0.5261591736109746,515.9073020551983
1,1-S175,1,4,230,TRUE,FALSE,FALSE,FALSE,14.9,,Cane,long pruned,long,133.68078879616507,5085.6299616579445
1,1-S176,1,1,21,FALSE,FALSE,FALSE,FALSE,6.23,,Cane,short,short,2.1338506263290173,920.0862019016089
1,1-S177,2,0,268,FALSE,FALSE,FALSE,FALSE,10.9,,Cane,long,long,83.35975250863741,4183.966814746791
1,1-S178,1,2,12,FALSE,FALSE,FALSE,FALSE,7.53,,Cane,short,short,1.781311308919295,853.9296844026748
1,1-S179,1,5,259,FALSE,FALSE,FALSE,FALSE,11,,Cane,long,long,82.04531014237546,4156.57785188578
1,1-S180,1,0,135,TRUE,FALSE,FALSE,FALSE,12.4,,Cane,long pruned,long,54.34326972179625,3505.965520723401
1,1-S181,1,1,10,FALSE,FALSE,FALSE,FALSE,7.45,,Cane,very short,short,1.453052052132229,784.9992964722634
1,1-S182,1,3,9,FALSE,FALSE,FALSE,FALSE,7.51,,Cane,very short,short,1.3288960486629726,756.5548415429851
1,1-S183,1,3,56,FALSE,FALSE,FALSE,FALSE,9.13,,Cane,medium,medium,12.220759817747558,1892.4383124713963
1,1-S184,1,1,3,FALSE,FALSE,FALSE,FALSE,7.4,,Cane,very short,short,0.43008403427644265,474.6665103495468
1,1-S185,1,4,15,TRUE,FALSE,FALSE,FALSE,7.88,,Cane,medium pruned,medium,2.438441385863326,972.2409064367283
1,1-S186,1,0,60,TRUE,FALSE,FALSE,FALSE,10.09,,Cane,long pruned,long,15.991978951796748,2114.8882603351994
1,1-S187,1,1,7,TRUE,FALSE,FALSE,FALSE,7.39,,Cane,medium pruned,medium,1.0008190042498148,672.9122505232177
1,1-S188,1,3,14,TRUE,FALSE,FALSE,FALSE,7.3,,Cane,medium pruned,medium,1.9531805126143338,887.0578610647655
